                        DEPRECATION WARNING - Expiring discount coupons only apply with the embedded payment flow.
                        This value is only used if the coupon duration is ""Multiple months"".
"Could not place order: Please specify a shipping method.","Could not place order: Please specify a shipping method."
"Could not place order: Your checkout session has expired.","Could not place order: Your checkout session has expired."
"Could not refund payment: %1","Could not refund payment: %1"
"Could not set order refunded amount because the currency %1 matches neither the order currency, nor the base currency.","Could not set order refunded amount because the currency %1 matches neither the order currency, nor the base currency."
"Could not set up customer profile: %1","Could not set up customer profile: %1"
"Coupon Duration","Coupon Duration"
"Cron: Captured %1 online. This amount is part of %2 multishipping orders totaling %3. Transaction ID: %4","Cron: Captured %1 online. This amount is part of %2 multishipping orders totaling %3. Transaction ID: %4"
"Cron: Partially captured %1 online. This amount is part of %2 multishipping orders totaling %3, and does not include cancelations and refunds. Transaction ID: %4","Cron: Partially captured %1 online. This amount is part of %2 multishipping orders totaling %3, and does not include cancelations and refunds. Transaction ID: %4"
"Cron: The amount to be captured (%1) is larger than the authorized amount of %2. We will capture %2 instead. Transaction ID: %3","Cron: The amount to be captured (%1) is larger than the authorized amount of %2. We will capture %2 instead. Transaction ID: %3"
"Current Billing Plan","Current Billing Plan"
"Current subscription amount","Current subscription amount"
"Customer abandoned the cart. The payment session has expired.","Customer abandoned the cart. The payment session has expired."
"Digital Wallet Payment via Stripe","Digital Wallet Payment via Stripe"
"Diners Club","Diners Club"
"Display all card icons","Display all card icons"
"Embed payment form into the native flow.","Embed payment form into the native flow."
"Ends today!","Ends today!"
"Event is queued for processing.","Event is queued for processing."
"Exception for failed order not found.","Exception for failed order not found."
"Expired authorizations","Expired authorizations"
"Fraud via Stripe Radar","Fraud via Stripe Radar"
"General settings","General settings"
"Hold elevated risk orders","Hold elevated risk orders"
"Ignoring %1 webhook event with no associated order ID.","Ignoring %1 webhook event with no associated order ID."
"Initial Fee","Initial Fee"
"Invalid %1 address.","Invalid %1 address."
"Invalid subscription ID.","Invalid subscription ID."
"Invalid type specified for Wallet Button params","Invalid type specified for Wallet Button params"
"Invoice for your %1 order","Invoice for your %1 order"
"Last billed","Last billed"
"Limited-time discount coupons cannot be applied on carts that include both regular products and trial subscriptions.","Limited-time discount coupons cannot be applied on carts that include both regular products and trial subscriptions."
"Live publishable API key","Live publishable API key"
"Live secret API key","Live secret API key"
"Manage customer","Manage customer"
"Module version","Module version"
"Multiple months","Multiple months"
"Multishipping orders %1 by %2","Multishipping orders %1 by %2"
"New Billing Plan","New Billing Plan"
"New payment method","New payment method"
"New subscription amount","New subscription amount"
"Next billing date","Next billing date"
"No name specified in your %1 address.","No name specified in your %1 address."
"No payment method.","No payment method."
"Number of months","Number of months"
"One time payment","One time payment"
"Only one subscription is allowed per order.","Only one subscription is allowed per order."
"Optional statement descriptor","Optional statement descriptor"
"Order #","Order #"
"Order #%1 by %2","Order #%1 by %2"
"Order #%1","Order #%1"
"Order Total","Order Total"
"Order created via subscriptions CLI migration tool.","Order created via subscriptions CLI migration tool."
"Order placed under manual review by Stripe Radar.","Order placed under manual review by Stripe Radar."
"Order placed, beginning the payment process.","Order placed, beginning the payment process."
"Original order number","Original order number"
"Partially captured %1 online. This amount is part of %2 multishipping orders totaling %3, and does not include cancelations and refunds.","Partially captured %1 online. This amount is part of %2 multishipping orders totaling %3, and does not include cancelations and refunds."
"Past Due","Past Due"
"Payment Method","Payment Method"
"Payment action","Payment action"
"Payment authentication failed.","Payment authentication failed."
"Payment authorization succeeded.","Payment authorization succeeded."
"Payment due","Payment due"
"Payment failed. Please try placing the order again.","Payment failed. Please try placing the order again."
"Payment failed.","Payment failed."
"Payment failed: %1","Payment failed: %1"
"Payment failed: %1. Please try placing the order again.","Payment failed: %1. Please try placing the order again."
"Payment flow","Payment flow"
"Payment methods","Payment methods"
"Payment status","Payment status"
"Payment succeeded.","Payment succeeded."
"Place Order","Place Order"
"Please choose a payment method.","Please choose a payment method."
"Please complete the payment method details.","Please complete the payment method details."
"Please complete your payment details.","Please complete your payment details."
"Please enter your card's security code.","Please enter your card's security code."
"Please see order","Please see order"
"Please select a payment method.","Please select a payment method."
"Please specify a payment method.","Please specify a payment method."
"Please specify a shipping address region/state.","Please specify a shipping address region/state."
"Please specify your full name in your %1 address.","Please specify your full name in your %1 address."
"Please update your billing address to proceed.","Please update your billing address to proceed."
"Previous subscription amount","Previous subscription amount"
"Price until","Price until"
"Product pages","Product pages"
"Prorations for downgrades","Prorations for downgrades"
"Prorations for upgrades","Prorations for upgrades"
"Quote address for failed order ID ""%1"" not found.","Quote address for failed order ID ""%1"" not found."
"Receipt emails","Receipt emails"
"Received %1 webhook but there was no associated Order #","Received %1 webhook but there was no associated Order #"
"Received %1 webhook with Order #%2 but could not find the order in Magento.","Received %1 webhook with Order #%2 but could not find the order in Magento."
"Received invalid request payload.","Received invalid request payload."
"Redirect customers to Stripe Checkout.","Redirect customers to Stripe Checkout."
"Refunding order offline.","Refunding order offline."
"Remaining time","Remaining time"
"Requested a refund of %1, but the most amount that can be refunded online is %2. You can retry refunding offline instead.","Requested a refund of %1, but the most amount that can be refunded online is %2. You can retry refunding offline instead."
"Requested a refund of %1, but the most amount that can be refunded online is %2.","Requested a refund of %1, but the most amount that can be refunded online is %2."
"Requested an online refund of %1, but the most amount that can be refunded online is %2. Refunding offline instead.","Requested an online refund of %1, but the most amount that can be refunded online is %2. Refunding offline instead."
"Risk evaluation","Risk evaluation"
"Save card on customer","Save card on customer"
"Save customer payment method","Save customer payment method"
"Saved payment methods","Saved payment methods"
"Scheduled %1 to be captured via cron on %5. This amount is part of %2 multishipping orders totaling %3. To capture now instead, invoice or cancel all multishipping orders (%4). ","Scheduled %1 to be captured via cron on %5. This amount is part of %2 multishipping orders totaling %3. To capture now instead, invoice or cancel all multishipping orders (%4). "
"Scheduled %1 to be refunded via cron on %2. This amount is part of %3 multishipping orders totaling %4. To refund now instead, invoice or cancel all multishipping orders (%5). ","Scheduled %1 to be refunded via cron on %2. This amount is part of %3 multishipping orders totaling %4. To refund now instead, invoice or cancel all multishipping orders (%5). "
"Select a payment method:","Select a payment method:"
"Select card icons","Select card icons"
"Seller name","Seller name"
"Send an invoice to the customer by email (via Stripe Billing)","Send an invoice to the customer by email (via Stripe Billing)"
"Shopping cart page","Shopping cart page"
"Show only specific cards","Show only specific cards"
"Sorry, an error has occurred. Please contact us for assistance.","Sorry, an error has occurred. Please contact us for assistance."
"Sorry, it is not possible to delete this payment method because order #%1 which was placed using it is still being processed.","Sorry, it is not possible to delete this payment method because order #%1 which was placed using it is still being processed."
"Sorry, it is not possible to invoice this order because the payment is still pending.","Sorry, it is not possible to invoice this order because the payment is still pending."
"Sorry, the order could not be placed. Please contact us for assistance.","Sorry, the order could not be placed. Please contact us for assistance."
"Sorry, the order could not be placed. Please contact us for more help.","Sorry, the order could not be placed. Please contact us for more help."
"Sorry, the selected payment method is not available. Please use a different payment method.","Sorry, the selected payment method is not available. Please use a different payment method."
"Sorry, the subscription could not be canceled. Please contact us for more help.","Sorry, the subscription could not be canceled. Please contact us for more help."
"Sorry, the subscription could not be updated. Please contact us for assistance.","Sorry, the subscription could not be updated. Please contact us for assistance."
"Sorry, the subscription could not be updated. Please contact us for more help.","Sorry, the subscription could not be updated. Please contact us for more help."
"Sorry, this payment method is not available in your country.","Sorry, this payment method is not available in your country."
"Sorry, this payment method is not available. Please contact us for assistance.","Sorry, this payment method is not available. Please contact us for assistance."
"Sorry, this subscription product is currently unavailable.","Sorry, this subscription product is currently unavailable."
"Sort order","Sort order"
"Specific Currencies","Specific Currencies"
"Stripe - %1","Stripe - %1"
"Stripe - Customer request for subscription update","Stripe - Customer request for subscription update"
"Stripe Checkout - %1","Stripe Checkout - %1"
"Stripe Checkout session has expired without a payment.","Stripe Checkout session has expired without a payment."
"Subscription Update Review","Subscription Update Review"
"Subscription Update","Subscription Update"
"Subscription amount","Subscription amount"
"Subscription items cannot be captured online. Capturing offline instead.","Subscription items cannot be captured online. Capturing offline instead."
"Subscription status","Subscription status"
"Subscription update","Subscription update"
"Subscriptions by Stripe","Subscriptions by Stripe"
"Subscriptions that do not renew together must be bought separately.","Subscriptions that do not renew together must be bought separately."
"Subscriptions via Stripe Billing","Subscriptions via Stripe Billing"
"Successfully updated subscription upon customer request. A payment of %1 will be collected on %2. A new order will be created from cart ID %3 upon payment collection.","Successfully updated subscription upon customer request. A payment of %1 will be collected on %2. A new order will be created from cart ID %3 upon payment collection."
"Test publishable API key","Test publishable API key"
"Test secret API key","Test secret API key"
"The Subscription has been canceled successfully!","The Subscription has been canceled successfully!"
"The amount to be captured (%1) is larger than the authorized amount of %2. We will capture %2 instead.","The amount to be captured (%1) is larger than the authorized amount of %2. We will capture %2 instead."
"The authorization has expired and the original payment method cannot be reused to re-create the payment.","The authorization has expired and the original payment method cannot be reused to re-create the payment."
"The authorization was canceled via Stripe.","The authorization was canceled via Stripe."
"The billing details for a subscription on this order have changed. Please see order #%1 for information on the new billing details.","The billing details for a subscription on this order have changed. Please see order #%1 for information on the new billing details."
"The cart contents or customer details have changed. The order is canceled because a new one will be placed (#%1) with the new details.","The cart contents or customer details have changed. The order is canceled because a new one will be placed (#%1) with the new details."
"The cart details have changed. Please refresh the page and try again (1).","The cart details have changed. Please refresh the page and try again (1)."
"The cart details have changed. Please refresh the page and try again.","The cart details have changed. Please refresh the page and try again."
"The checkout session for order #%1 could not be retrieved from Stripe","The checkout session for order #%1 could not be retrieved from Stripe"
"The customer has an unused credit balance of %1 from their previous subscription. We will refund the amount to the customer.","The customer has an unused credit balance of %1 from their previous subscription. We will refund the amount to the customer."
"The customer has paid the invoice for this order.","The customer has paid the invoice for this order."
"The customer has updated their subscription on %1. Recurring order generated from updated subscription with ID %2.","The customer has updated their subscription on %1. Recurring order generated from updated subscription with ID %2."
"The customer has updated their subscription on %1. The initial subscription order was #%2. Recurring order generated from updated subscription with ID %3.","The customer has updated their subscription on %1. The initial subscription order was #%2. Recurring order generated from updated subscription with ID %3."
"The customer left from the payment page without paying.","The customer left from the payment page without paying."
"The customer returned from Stripe and changed the cart details.","The customer returned from Stripe and changed the cart details."
"The customer was redirected for payment processing. The payment is pending.","The customer was redirected for payment processing. The payment is pending."
"The discount for %1 could not be created in Stripe: %2","The discount for %1 could not be created in Stripe: %2"
"The discount for order #%1 could not be created in Stripe: %2","The discount for order #%1 could not be created in Stripe: %2"
"The gift cards for order #%1 could not be created in Stripe: %2","The gift cards for order #%1 could not be created in Stripe: %2"
"The invoice could not be created in Stripe: %1","The invoice could not be created in Stripe: %1"
"The invoice for order #%1 could not be created in Stripe: %2","The invoice for order #%1 could not be created in Stripe: %2"
"The invoice for this order could not be found.","The invoice for this order could not be found."
"The invoice item for product ""%1"" could not be created in Stripe: %2","The invoice item for product ""%1"" could not be created in Stripe: %2"
"The invoice was voided from the Stripe Dashboard.","The invoice was voided from the Stripe Dashboard."
"The maximum available amount to capture is %1, but a capture of %2 was requested. Will capture %1 instead.","The maximum available amount to capture is %1, but a capture of %2 was requested. Will capture %1 instead."
"The most amount that can be captured online is %1.","The most amount that can be captured online is %1."
"The order billing address has changed (%1).","The order billing address has changed (%1)."
"The order could not be placed. Please contact us for assistance.","The order could not be placed. Please contact us for assistance."
"The order details have changed (%1).","The order details have changed (%1)."
"The order items have changed (%1).","The order items have changed (%1)."
"The order shipping address has changed (%1).","The order shipping address has changed (%1)."
"The order shipping method has changed (%1).","The order shipping method has changed (%1)."
"The paid invoice amount is %1. The customer's starting balance was %2.","The paid invoice amount is %1. The customer's starting balance was %2."
"The payment can only be refunded via the Stripe Dashboard. You can retry in offline mode instead.","The payment can only be refunded via the Stripe Dashboard. You can retry in offline mode instead."
"The payment for this order has not been authorized yet.","The payment for this order has not been authorized yet."
"The payment for this order is pending! An invoice will be sent separately which includes a payment link. Please click the link to complete the payment.","The payment for this order is pending! An invoice will be sent separately which includes a payment link. Please click the link to complete the payment."
"The payment has been approved via Stripe.","The payment has been approved via Stripe."
"The payment method has been deleted.","The payment method has been deleted."
"The payment method has been successfully added.","The payment method has been successfully added."
"The payment was canceled through Stripe with reason: %1.","The payment was canceled through Stripe with reason: %1."
"The price for product ""%1"" could not be created in Stripe: %2","The price for product ""%1"" could not be created in Stripe: %2"
"The product ""%1"" could not be created in Stripe: %2","The product ""%1"" could not be created in Stripe: %2"
"The shipping amount for order #%1 could not be created in Stripe: %2","The shipping amount for order #%1 could not be created in Stripe: %2"
"The subscription ""%1"" could not be found in Stripe: %2","The subscription ""%1"" could not be found in Stripe: %2"
"The subscription has been updated and we have no order back reference.","The subscription has been updated and we have no order back reference."
"The subscription has been updated successfully.","The subscription has been updated successfully."
"The subscription has been updated.","The subscription has been updated."
"The subscription update (%1) has been canceled.","The subscription update (%1) has been canceled."
"The subscription update has been canceled.","The subscription update has been canceled."
"The tax for order #%1 could not be created in Stripe: %2","The tax for order #%1 could not be created in Stripe: %2"
"This discount coupon cannot be applied on this order. Please remove the coupon and try again (err: 0)","This discount coupon cannot be applied on this order. Please remove the coupon and try again (err: 0)"
"This is a multi-shipping event that has not been implemented; ignoring.","This is a multi-shipping event that has not been implemented; ignoring."
"This order cannot be captured from Magento. The invoice will be automatically updated once the customer has paid through a Stripe hosted invoice page.","This order cannot be captured from Magento. The invoice will be automatically updated once the customer has paid through a Stripe hosted invoice page."
"This order has been automatically canceled because no payment has been collected for it. It can only be used as a billing details reference for the subscription items in the order. The subscription is still active and a new order will be created when it renews.","This order has been automatically canceled because no payment has been collected for it. It can only be used as a billing details reference for the subscription items in the order. The subscription is still active and a new order will be created when it renews."
"This order has been placed with a deprecated payment method.","This order has been placed with a deprecated payment method."
"This order will be automatically closed because no payment has been collected for it. It can only be used as a billing details reference for the subscription items in the order. The subscription is still active and a new order will be created when it renews.","This order will be automatically closed because no payment has been collected for it. It can only be used as a billing details reference for the subscription items in the order. The subscription is still active and a new order will be created when it renews."
"This payment method cannot be used because it requires a customer authentication. To avoid authentication in the admin area, please contact Stripe support to request access to the MOTO gate for your Stripe account.","This payment method cannot be used because it requires a customer authentication. To avoid authentication in the admin area, please contact Stripe support to request access to the MOTO gate for your Stripe account."
"This payment method is not supported.","This payment method is not supported."
"This subscription cannot be updated because it is not active.","This subscription cannot be updated because it is not active."
"This subscription is not associated with an order.","This subscription is not associated with an order."
"To use this card, please enter the 3-digit security code displayed at the back of your card.","To use this card, please enter the 3-digit security code displayed at the back of your card."
"To use this card, please enter the 4-digit security code displayed at the front of your card.","To use this card, please enter the 4-digit security code displayed at the front of your card."
"Too many orders, please reduce shipping addresses and try again.","Too many orders, please reduce shipping addresses and try again."
"Too many requests. Please try again later.","Too many requests. Please try again later."
"Trial Discount","Trial Discount"
"Trial Shipping","Trial Shipping"
"Trial Tax","Trial Tax"
"Trial ends %1","Trial ends %1"
"Trial subscription started.","Trial subscription started."
"Try to re-create the charge using the same card","Try to re-create the charge using the same card"
"Unsupported bundle subscription.","Unsupported bundle subscription."
"Update Subscription","Update Subscription"
"Updated subscription of original order #%1. Pending payment and new order on %2.","Updated subscription of original order #%1. Pending payment and new order on %2."
"Upgrades and downgrades","Upgrades and downgrades"
"Use a new card","Use a new card"
"Use config settings","Use config settings"
"View in Stripe","View in Stripe"
"View voucher","View voucher"
"Wallet Button","Wallet Button"
"Wallet buttons","Wallet buttons"
"Wallet payment via Stripe","Wallet payment via Stripe"
"Warn admin and don't capture","Warn admin and don't capture"
"We can't complete your order because you don't have a payment method set up.","We can't complete your order because you don't have a payment method set up."
"We do not know how to capture payments with a token of this format.","We do not know how to capture payments with a token of this format."
"We refunded %1 through Stripe.","We refunded %1 through Stripe."
"We refunded offline the expired authorization of %1. Charge ID: %2","We refunded offline the expired authorization of %1. Charge ID: %2"
"We refunded online %1 via Stripe. Charge ID: %2","We refunded online %1 via Stripe. Charge ID: %2"
"We refunded online %1 via Stripe. Charge ID: %2. Invoice ID: %3","We refunded online %1 via Stripe. Charge ID: %2. Invoice ID: %3"
"We refunded online/released the uncaptured amount of %1 via Stripe. Charge ID: %2","We refunded online/released the uncaptured amount of %1 via Stripe. Charge ID: %2"
"You are about to change your subscription.","You are about to change your subscription."
"You do not have any saved payment methods.","You do not have any saved payment methods."
"You do not have any subscriptions yet.","You do not have any subscriptions yet."
"You have specified a coupon duration of Multiple Months, but you did not enter a valid months number.","You have specified a coupon duration of Multiple Months, but you did not enter a valid months number."
"You'll be redirected to Stripe to complete your payment using one of the following payment methods:","You'll be redirected to Stripe to complete your payment using one of the following payment methods:"
"Your checkout session has expired. Please refresh the checkout page and try again.","Your checkout session has expired. Please refresh the checkout page and try again."
"Your order #%1 could not be placed. Please contact us for assistance.","Your order #%1 could not be placed. Please contact us for assistance."
"Your order was placed successfully, but your browser session has expired. Please check your email for an order confirmation.","Your order was placed successfully, but your browser session has expired. Please check your email for an order confirmation."
"Your subscription has been updated successfully.","Your subscription has been updated successfully."
"Your trial period for order #%1 has started.","Your trial period for order #%1 has started."
"add a new method","add a new method"
"after the invoice has been sent.","after the invoice has been sent."
"error"" ""message","error"" ""message"
"every %1 %2","every %1 %2"
"every %1","every %1"
"last billed %1<sup>%2</sup>&nbsp;%3","last billed %1<sup>%2</sup>&nbsp;%3"
"starting on %1<sup>%2</sup>&nbsp;%3","starting on %1<sup>%2</sup>&nbsp;%3"
"trialing until %1<sup>%2</sup> %3","trialing until %1<sup>%2</sup> %3"
"•••• %1","•••• %1"
%1<sup>%2</sup>&nbsp;%3&nbsp;%4,%1<sup>%2</sup>&nbsp;%3&nbsp;%4
Actions,Actions
Active,Active
Add,Add
Amount,Amount
Applies,Applies
Authorized,Authorized
Billed,Billed
Buy,Buy
Cancel,Cancel
Canceled,Canceled
Captured,Captured
Card,Card
Close,Close
Collected,Collected
Configure,Configure
Customer,Customer
Dark,Dark
Default,Default
Delete,Delete
Disabled,Disabled
Discount,Discount
Discover,Discover
Donate,Donate
Enabled,Enabled
Error,Error
Forever,Forever
Invoice,Invoice
JCB,JCB
Light,Light
Light-Outline,Light-Outline
Live,Live
Locations,Locations
MasterCard,MasterCard
Minicart,Minicart
Mode,Mode
Once,Once
Payment,Payment
Payments,Payments
Price,Price
Prorations,Prorations
Qty,Qty
Save,Save
Shipping,Shipping
Status,Status
Stripe,Stripe
Subscription,Subscription
Subscriptions,Subscriptions
Tax,Tax
Test,Test
Then,Then
Title,Title
Unpaid,Unpaid
Update,Update
Visa,Visa
Voucher,Voucher
billing,billing
days,days
or,or
shipping,shipping
